email_text,label
Reminder: Your appointment is on 28/04/2026.,ham
Limited time offer! Get 32% off on your purchase. Click here.,spam
Congratulations! You have won a $1248 prize. Claim now.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 21/04/2026.",ham
Congratulations! You have won a $2049 prize. Claim now.,spam
Please find attached the report for review.,ham
Congratulations! You have won a $2275 prize. Claim now.,spam
The payment of $952 has been successfully processed.,ham
Project update: please review the latest changes.,ham
The payment of $103 has been successfully processed.,ham
Act now! Claim your free reward worth $3103.,spam
Reminder: Your appointment is on 27/04/2026.,ham
Team meeting scheduled for 5/04/2026. Please attend.,ham
Exclusive deal just for you. Win $4307 cash now.,spam
The payment of $1385 has been successfully processed.,ham
Limited time offer! Get 38% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
The payment of $1010 has been successfully processed.,ham
Team meeting scheduled for 14/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 16/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
The payment of $242 has been successfully processed.,ham
The payment of $1470 has been successfully processed.,ham
Please find attached the report for review.,ham
The payment of $1165 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 5/04/2026.,ham
Exclusive deal just for you. Win $3023 cash now.,spam
Limited time offer! Get 37% off on your purchase. Click here.,spam
Congratulations! You have won a $4688 prize. Claim now.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $1530 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 5/04/2026.,ham
Please find attached the report for review.,ham
Limited time offer! Get 63% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $1114 cash now.,spam
The payment of $173 has been successfully processed.,ham
Limited time offer! Get 60% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $4936 cash now.,spam
The payment of $1373 has been successfully processed.,ham
Exclusive deal just for you. Win $3812 cash now.,spam
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $391 cash now.,spam
Reminder: Your appointment is on 8/04/2026.,ham
Limited time offer! Get 54% off on your purchase. Click here.,spam
Limited time offer! Get 21% off on your purchase. Click here.,spam
You are selected for a lottery of $3246. Urgent response needed.,spam
Please find attached the report for review.,ham
You are selected for a lottery of $237. Urgent response needed.,spam
The payment of $1702 has been successfully processed.,ham
Limited time offer! Get 12% off on your purchase. Click here.,spam
You are selected for a lottery of $296. Urgent response needed.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 6/04/2026.",ham
Congratulations! You have won a $958 prize. Claim now.,spam
Limited time offer! Get 13% off on your purchase. Click here.,spam
Team meeting scheduled for 23/04/2026. Please attend.,ham
Exclusive deal just for you. Win $533 cash now.,spam
Team meeting scheduled for 28/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 70% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $976 cash now.,spam
Team meeting scheduled for 13/04/2026. Please attend.,ham
Congratulations! You have won a $4001 prize. Claim now.,spam
Exclusive deal just for you. Win $1031 cash now.,spam
Limited time offer! Get 53% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 28/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 23/04/2026.",ham
The payment of $846 has been successfully processed.,ham
Congratulations! You have won a $556 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 25/04/2026.",ham
Limited time offer! Get 29% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Congratulations! You have won a $1556 prize. Claim now.,spam
Act now! Claim your free reward worth $2745.,spam
Exclusive deal just for you. Win $4024 cash now.,spam
The payment of $993 has been successfully processed.,ham
Act now! Claim your free reward worth $4109.,spam
The payment of $1587 has been successfully processed.,ham
Limited time offer! Get 63% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
The payment of $1301 has been successfully processed.,ham
Limited time offer! Get 11% off on your purchase. Click here.,spam
Reminder: Your appointment is on 21/04/2026.,ham
You are selected for a lottery of $3488. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 13/04/2026.,ham
Act now! Claim your free reward worth $4895.,spam
Please find attached the report for review.,ham
The payment of $1221 has been successfully processed.,ham
Congratulations! You have won a $4247 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
The payment of $485 has been successfully processed.,ham
Please find attached the report for review.,ham
Limited time offer! Get 17% off on your purchase. Click here.,spam
Reminder: Your appointment is on 12/04/2026.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 2/04/2026. Please attend.,ham
Please find attached the report for review.,ham
The payment of $1194 has been successfully processed.,ham
Congratulations! You have won a $4374 prize. Claim now.,spam
Act now! Claim your free reward worth $552.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 22/04/2026.,ham
Team meeting scheduled for 16/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 10/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 26/04/2026.",ham
The payment of $502 has been successfully processed.,ham
Limited time offer! Get 43% off on your purchase. Click here.,spam
The payment of $656 has been successfully processed.,ham
Limited time offer! Get 18% off on your purchase. Click here.,spam
Team meeting scheduled for 23/04/2026. Please attend.,ham
Limited time offer! Get 26% off on your purchase. Click here.,spam
Limited time offer! Get 12% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 9/04/2026.",ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
The payment of $1552 has been successfully processed.,ham
Exclusive deal just for you. Win $2516 cash now.,spam
Exclusive deal just for you. Win $4045 cash now.,spam
"Hi, just checking in about the meeting scheduled on 14/04/2026.",ham
Limited time offer! Get 28% off on your purchase. Click here.,spam
Team meeting scheduled for 22/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $4429. Urgent response needed.,spam
Act now! Claim your free reward worth $4617.,spam
Team meeting scheduled for 6/04/2026. Please attend.,ham
Congratulations! You have won a $1066 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 6/04/2026.",ham
You are selected for a lottery of $4744. Urgent response needed.,spam
Team meeting scheduled for 12/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 27/04/2026.,ham
Team meeting scheduled for 13/04/2026. Please attend.,ham
You are selected for a lottery of $1606. Urgent response needed.,spam
Limited time offer! Get 34% off on your purchase. Click here.,spam
Reminder: Your appointment is on 23/04/2026.,ham
Congratulations! You have won a $1630 prize. Claim now.,spam
Team meeting scheduled for 20/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 4/04/2026.",ham
Exclusive deal just for you. Win $4275 cash now.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
The payment of $1102 has been successfully processed.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 19/04/2026.,ham
Project update: please review the latest changes.,ham
Limited time offer! Get 53% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $1574 cash now.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $4462 cash now.,spam
Act now! Claim your free reward worth $2514.,spam
Act now! Claim your free reward worth $2435.,spam
Congratulations! You have won a $4970 prize. Claim now.,spam
Reminder: Your appointment is on 24/04/2026.,ham
Team meeting scheduled for 5/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $1150 cash now.,spam
The payment of $1321 has been successfully processed.,ham
Reminder: Your appointment is on 6/04/2026.,ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 7/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $2499 cash now.,spam
You are selected for a lottery of $1293. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 1/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 16/04/2026.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $1834. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
The payment of $348 has been successfully processed.,ham
The payment of $592 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Reminder: Your appointment is on 26/04/2026.,ham
You are selected for a lottery of $4744. Urgent response needed.,spam
The payment of $136 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $1421 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $2081 prize. Claim now.,spam
Please find attached the report for review.,ham
Limited time offer! Get 19% off on your purchase. Click here.,spam
You are selected for a lottery of $791. Urgent response needed.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 26/04/2026. Please attend.,ham
The payment of $166 has been successfully processed.,ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $1154. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $235 prize. Claim now.,spam
Exclusive deal just for you. Win $3846 cash now.,spam
Exclusive deal just for you. Win $4556 cash now.,spam
Act now! Claim your free reward worth $3963.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $2326 cash now.,spam
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 17/04/2026.",ham
Act now! Claim your free reward worth $708.,spam
"Hi, just checking in about the meeting scheduled on 25/04/2026.",ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 10% off on your purchase. Click here.,spam
Limited time offer! Get 53% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $4866 cash now.,spam
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Team meeting scheduled for 10/04/2026. Please attend.,ham
You are selected for a lottery of $2379. Urgent response needed.,spam
The payment of $323 has been successfully processed.,ham
Limited time offer! Get 63% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
Congratulations! You have won a $3572 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 15/04/2026.,ham
Reminder: Your appointment is on 18/04/2026.,ham
The payment of $235 has been successfully processed.,ham
Act now! Claim your free reward worth $1352.,spam
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 40% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
The payment of $1682 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 3/04/2026.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $1756. Urgent response needed.,spam
You are selected for a lottery of $4620. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
Limited time offer! Get 38% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 23/04/2026.",ham
Please find attached the report for review.,ham
The payment of $1443 has been successfully processed.,ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $4538. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $3033 prize. Claim now.,spam
Team meeting scheduled for 17/04/2026. Please attend.,ham
Exclusive deal just for you. Win $956 cash now.,spam
Please find attached the report for review.,ham
You are selected for a lottery of $1733. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $2901 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Exclusive deal just for you. Win $4884 cash now.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $225 cash now.,spam
Act now! Claim your free reward worth $3949.,spam
"Hi, just checking in about the meeting scheduled on 9/04/2026.",ham
Exclusive deal just for you. Win $4182 cash now.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 26/04/2026.,ham
Team meeting scheduled for 16/04/2026. Please attend.,ham
Reminder: Your appointment is on 27/04/2026.,ham
Reminder: Your appointment is on 18/04/2026.,ham
Reminder: Your appointment is on 20/04/2026.,ham
Exclusive deal just for you. Win $669 cash now.,spam
Please find attached the report for review.,ham
Congratulations! You have won a $3767 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
The payment of $227 has been successfully processed.,ham
Please find attached the report for review.,ham
The payment of $1374 has been successfully processed.,ham
Reminder: Your appointment is on 1/04/2026.,ham
Exclusive deal just for you. Win $1531 cash now.,spam
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 5/04/2026.",ham
You are selected for a lottery of $3426. Urgent response needed.,spam
Team meeting scheduled for 8/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $1735. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $2921.,spam
Team meeting scheduled for 25/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $2540 cash now.,spam
Exclusive deal just for you. Win $2202 cash now.,spam
You are selected for a lottery of $540. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
Limited time offer! Get 43% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 5/04/2026.,ham
Act now! Claim your free reward worth $4812.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 5/04/2026.,ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
The payment of $1366 has been successfully processed.,ham
Team meeting scheduled for 18/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 58% off on your purchase. Click here.,spam
You are selected for a lottery of $4156. Urgent response needed.,spam
The payment of $945 has been successfully processed.,ham
Act now! Claim your free reward worth $2077.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 28/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 28/04/2026.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
The payment of $703 has been successfully processed.,ham
Reminder: Your appointment is on 15/04/2026.,ham
Limited time offer! Get 45% off on your purchase. Click here.,spam
Congratulations! You have won a $2155 prize. Claim now.,spam
You are selected for a lottery of $674. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $4404 cash now.,spam
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Team meeting scheduled for 13/04/2026. Please attend.,ham
Limited time offer! Get 19% off on your purchase. Click here.,spam
The payment of $1080 has been successfully processed.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
You are selected for a lottery of $1394. Urgent response needed.,spam
The payment of $1496 has been successfully processed.,ham
You are selected for a lottery of $1736. Urgent response needed.,spam
Reminder: Your appointment is on 8/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1182.,spam
Reminder: Your appointment is on 3/04/2026.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Let's catch up over dinner this weekend.,ham
The payment of $1380 has been successfully processed.,ham
You are selected for a lottery of $695. Urgent response needed.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $2635 cash now.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2404 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 16/04/2026.,ham
Act now! Claim your free reward worth $926.,spam
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 36% off on your purchase. Click here.,spam
Team meeting scheduled for 18/04/2026. Please attend.,ham
You are selected for a lottery of $3930. Urgent response needed.,spam
Limited time offer! Get 26% off on your purchase. Click here.,spam
You are selected for a lottery of $3375. Urgent response needed.,spam
Exclusive deal just for you. Win $3854 cash now.,spam
Reminder: Your appointment is on 25/04/2026.,ham
Team meeting scheduled for 6/04/2026. Please attend.,ham
Exclusive deal just for you. Win $1191 cash now.,spam
The payment of $1346 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $4115 cash now.,spam
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $613. Urgent response needed.,spam
Please find attached the report for review.,ham
Limited time offer! Get 46% off on your purchase. Click here.,spam
Limited time offer! Get 48% off on your purchase. Click here.,spam
Reminder: Your appointment is on 15/04/2026.,ham
Team meeting scheduled for 25/04/2026. Please attend.,ham
Exclusive deal just for you. Win $2097 cash now.,spam
Congratulations! You have won a $226 prize. Claim now.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Exclusive deal just for you. Win $3442 cash now.,spam
Exclusive deal just for you. Win $2222 cash now.,spam
Team meeting scheduled for 2/04/2026. Please attend.,ham
Exclusive deal just for you. Win $4241 cash now.,spam
The payment of $611 has been successfully processed.,ham
You are selected for a lottery of $4914. Urgent response needed.,spam
Exclusive deal just for you. Win $2728 cash now.,spam
You are selected for a lottery of $2147. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Limited time offer! Get 14% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $953 cash now.,spam
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
Congratulations! You have won a $3002 prize. Claim now.,spam
The payment of $164 has been successfully processed.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $2316 prize. Claim now.,spam
Limited time offer! Get 34% off on your purchase. Click here.,spam
Team meeting scheduled for 10/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $311.,spam
Congratulations! You have won a $2861 prize. Claim now.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $497 cash now.,spam
You are selected for a lottery of $4152. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 9/04/2026.,ham
Congratulations! You have won a $4064 prize. Claim now.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $3254 cash now.,spam
Team meeting scheduled for 4/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 6/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 25/04/2026.",ham
The payment of $1210 has been successfully processed.,ham
Congratulations! You have won a $1115 prize. Claim now.,spam
Exclusive deal just for you. Win $1420 cash now.,spam
You are selected for a lottery of $4391. Urgent response needed.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 1/04/2026.,ham
Team meeting scheduled for 1/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $2186.,spam
Congratulations! You have won a $2144 prize. Claim now.,spam
Act now! Claim your free reward worth $4050.,spam
Team meeting scheduled for 26/04/2026. Please attend.,ham
You are selected for a lottery of $4663. Urgent response needed.,spam
Exclusive deal just for you. Win $739 cash now.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 6/04/2026.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $2315. Urgent response needed.,spam
Act now! Claim your free reward worth $2870.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 9/04/2026.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Congratulations! You have won a $2898 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 28/04/2026.",ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
You are selected for a lottery of $1047. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $4950 cash now.,spam
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 18/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Team meeting scheduled for 20/04/2026. Please attend.,ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
Limited time offer! Get 48% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
The payment of $1758 has been successfully processed.,ham
Congratulations! You have won a $994 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 13% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $4929 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $2657 prize. Claim now.,spam
Congratulations! You have won a $3227 prize. Claim now.,spam
You are selected for a lottery of $1832. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 17/04/2026.",ham
Team meeting scheduled for 9/04/2026. Please attend.,ham
Congratulations! You have won a $1428 prize. Claim now.,spam
Exclusive deal just for you. Win $907 cash now.,spam
Exclusive deal just for you. Win $1521 cash now.,spam
You are selected for a lottery of $784. Urgent response needed.,spam
Limited time offer! Get 38% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1620.,spam
Reminder: Your appointment is on 19/04/2026.,ham
The payment of $1738 has been successfully processed.,ham
Act now! Claim your free reward worth $3757.,spam
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
Exclusive deal just for you. Win $871 cash now.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $4996. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
The payment of $317 has been successfully processed.,ham
You are selected for a lottery of $3320. Urgent response needed.,spam
Team meeting scheduled for 27/04/2026. Please attend.,ham
Act now! Claim your free reward worth $4785.,spam
You are selected for a lottery of $1898. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 8/04/2026.",ham
The payment of $1995 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $3125.,spam
The payment of $398 has been successfully processed.,ham
The payment of $1462 has been successfully processed.,ham
Act now! Claim your free reward worth $4981.,spam
The payment of $962 has been successfully processed.,ham
Project update: please review the latest changes.,ham
The payment of $63 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
Congratulations! You have won a $4932 prize. Claim now.,spam
Act now! Claim your free reward worth $2831.,spam
You are selected for a lottery of $3940. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $3655. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
Exclusive deal just for you. Win $1658 cash now.,spam
Exclusive deal just for you. Win $4900 cash now.,spam
Limited time offer! Get 39% off on your purchase. Click here.,spam
You are selected for a lottery of $2653. Urgent response needed.,spam
Exclusive deal just for you. Win $2234 cash now.,spam
You are selected for a lottery of $2044. Urgent response needed.,spam
Team meeting scheduled for 7/04/2026. Please attend.,ham
Exclusive deal just for you. Win $4044 cash now.,spam
Please find attached the report for review.,ham
The payment of $202 has been successfully processed.,ham
The payment of $485 has been successfully processed.,ham
Reminder: Your appointment is on 4/04/2026.,ham
Congratulations! You have won a $4839 prize. Claim now.,spam
The payment of $1601 has been successfully processed.,ham
The payment of $314 has been successfully processed.,ham
The payment of $567 has been successfully processed.,ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
Act now! Claim your free reward worth $2261.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $1977 cash now.,spam
Congratulations! You have won a $4956 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 11/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Limited time offer! Get 11% off on your purchase. Click here.,spam
Congratulations! You have won a $2099 prize. Claim now.,spam
Congratulations! You have won a $1210 prize. Claim now.,spam
Please find attached the report for review.,ham
Limited time offer! Get 15% off on your purchase. Click here.,spam
The payment of $1874 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 10/04/2026.",ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 9/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2229 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
Limited time offer! Get 18% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
Congratulations! You have won a $4806 prize. Claim now.,spam
Congratulations! You have won a $4945 prize. Claim now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $1208. Urgent response needed.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
The payment of $263 has been successfully processed.,ham
Exclusive deal just for you. Win $2460 cash now.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $3743 cash now.,spam
Reminder: Your appointment is on 18/04/2026.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
The payment of $1025 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 21/04/2026.",ham
Team meeting scheduled for 2/04/2026. Please attend.,ham
Team meeting scheduled for 24/04/2026. Please attend.,ham
Limited time offer! Get 68% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $4467 cash now.,spam
Reminder: Your appointment is on 26/04/2026.,ham
Project update: please review the latest changes.,ham
Limited time offer! Get 58% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
You are selected for a lottery of $1594. Urgent response needed.,spam
You are selected for a lottery of $2200. Urgent response needed.,spam
Limited time offer! Get 49% off on your purchase. Click here.,spam
Limited time offer! Get 13% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $2330. Urgent response needed.,spam
Team meeting scheduled for 3/04/2026. Please attend.,ham
Reminder: Your appointment is on 19/04/2026.,ham
Limited time offer! Get 59% off on your purchase. Click here.,spam
The payment of $1343 has been successfully processed.,ham
Please find attached the report for review.,ham
Team meeting scheduled for 2/04/2026. Please attend.,ham
Congratulations! You have won a $4953 prize. Claim now.,spam
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
The payment of $341 has been successfully processed.,ham
The payment of $568 has been successfully processed.,ham
Exclusive deal just for you. Win $1050 cash now.,spam
Congratulations! You have won a $908 prize. Claim now.,spam
